AAIIIIIIIIIIIII,"See Notepad"
SPOKETOTHEWORLD,"Opened up in front of everybody"
SPONGEBOBSPANTS,"His pet snail (Gary) meows"
SPONGECRUMBRICE,"Last three kinds of cake"
SPONTANEOUSNESS,"Self-activation"
SPOONFULOFSUGAR,"""Mary Poppins"" tune, with ""A"""
SPOONTHEKILLERS,"Snuggle in bed with some assassins?"
SPORTOFKINGSTON,"Jamaica games?"
SPORTSANNOUNCER,"Reagan, in Davenport"
SPORTSEQUIPMENT,"Bats, balls, gloves, etc."
SPORTSPAGEDATUM,"SCORE"
SPOTBEDAIRWATER,"Four more ""hot"" followers"
SPOTLESSLYCLEAN,"Immaculate"
SPOTLESSPOTLESS,"""I noticed you use the ___ ___ often than the tarnished one"""
SPOTPALELAPTOPS,"Notice light-colored MacBooks?"
SPOTSACKCEILING,"Last three things to hit"
SPOTSELLANDBALL,"Soft followers"
SPOTSEVERYWHERE,"The ad writer had..."
SPOTSPOTREMOVER,"See a dog catcher?"
SPOTSPRINGWATER,"Catch sight of an oasis?"
SPOTSTHEHIGHHIT,"Catches sight of a homer?"
SPOTTEDEARSHELL,"Abalone's cousin"
SPOTTYMANICOTTI,"Inconsistent stuffed noodles?"
SPRAYCANNELLONI,"Pasta dispensed from an aerosol container?"
SPRAYOFSUNSHINE,"Aerosol tanning?"
SPREADINGADDERS,"Distributing abaci?"
SPREADITONTHICK,"Flatter"
SPREADONESWINGS,"Embrace life"
SPREADONESWINGS,"Leave the nest"
SPREADONESWINGS,"Unfold or stretch, as a bird"
SPREADTHEGOSPEL,"Evangelize"
SPREADTHEWEALTH,"Redistributionist's catchphrase... or a hint to the words formed by the circled letters"
SPREADYOURWINGS,"Prepare to fly, perhaps"
SPRINGANDSUMMER,"Final part of a twisted nursery rhyme"
SPRINGASURPRISE,"Do the unexpected"
SPRINGBOARDDIVE,"Jackknife, e.g."
SPRINGCOFFEEDAY,"Three breaks"
SPRINGERSPANIEL,"Millie or Spotty, e.g."
SPRINGERSPANIEL,"Sporting dog"
SPRINGERSPANIEL,"Talk show host Jerry's dog?"
SPRINGFLINCHING,"Reaction from someone who's afraid of Slinkys?"
SPRINGFORDINNER,"*Cover the night's check"
SPRINGFORDINNER,"Take care of the dishes?"
SPRINGFORDINNER,"Take care of the takeout"
SPRINGISNATURES,"Start of Robin Williams quote"
SPRINGISNATURES,"Start of a Robin Williams quip"
SPRINGMCCHICKEN,"Sandwich only eaten in May?"
SPRINGNOEXPENSE,"Not reveal any hidden costs?"
SPRINKLEOFSUGAR,"French toast topping"
SPRINKLEOFSUGAR,"Snow on a gingerbread house"
SPRINKLERSYSTEM,"Building safety feature"
SPRINKLERSYSTEM,"Fire safety measure"
SPRINKLERSYSTEM,"Lawn staple in the Southwest"
SPRINKLERSYSTEM,"One shooting out on a golf course"
SPRINKLERSYSTEM,"Rainfall?"
SPRINKLERSYSTEM,"Restless mink pry loose certain pipes (9,6)"
SPRINKLERSYSTEM,"Sprayer group for fire safety"
SPUNKYTEMPTRESS,"Holiday team member #4"
SPUROFTHEMOMENT,"Current star in San Antonio?"
SPUROFTHEMOMENT,"Impromptu"
SPUROFTHEMOMENT,"Impulsive"
SPUROFTHEMOMENT,"Like a snap decision"
SPUROFTHEMOMENT,"Prod for now?"
SPUROFTHEMOMENT,"San Antonio team's current MVP?"
SPUROFTHEMOMENT,"Snap"
SPUROFTHEMOMENT,"Spontaneous"
SPURSSUNSSERIES,"2005 Western Conference Finals, e.g."
SPUTTERNONSENSE,"Babble incoherently?"
SQUAREDSTRAIGHT,"Brought into alignment, redundantly?"
SQUAREHATTAPTOE,"The last four dances"
SQUARETHECIRCLE,"*Solve an apparently impossible problem, as it were"
SQUARETHECIRCLE,"Impossible math instruction"
SQUASHALACEWING,"Stop a creepy-crawlie, in a way"
SQUASHONESHANDS,"Press some flesh?"
SQUASHWEDNESDAY,"Veggie's penitent observance?"
SQUATTERSRIGHTS,"Claims of ones living in abandoned buildings"
SQUATTERSRIGHTS,"Claims of people living in an abandoned building"
SQUATTERSRIGHTS,"Trespasser's claim, perhaps"
SQUEAKEDTHROUGH,"Just got by"
SQUEAKSOFFFIFTH,"Mouse sounds from near the east side of Central Park?"
SQUEALOFFORTUNE,"'I hit the lottery!!!'?"
SQUEEZEDTHROUGH,"Barely got by"
SQUEEZEOUTPOWER,"Prevent actor Tyrone from starring in a movie?"
SQUIRRELCARNAGE,"Extreme road kill sight?"
SQUIRTINGFLOWER,"Gag #3"
SQUIRTINGFLOWER,"Gag for a florist?"
SQUIRTINGFLOWER,"Practical joke #4"
SQUIRTINGFLOWER,"Practical joker's buy"
SRINVESTIGATION,"Monica Lewinsky inquiry*"
SSPANGLEDBANNER,"Country song*"
SSSSSSSSSSSSSSS,"Sound heard during an escape?"
SSSTNTDMNSTRTRS,"Executives' underlings"
SSVANDINESBBGUN,"Mystery writer's air rifle?"
STABBEDINTHEBAG,"Like bayoneted garbage?"
STABLECONDITION,"It may be achieved in a hospital"
STABLECONDITION,"State of being healthy as a mule?"
STABLEEQUIPMENT,"Tack"
STACKEDTHEDECKS,"Provided an advantage to"
STACKOFPANCAKES,"Lumberjack's breakfast, perhaps"
STAFFFACILITIES,"Employee conveniences"
STAGEADAPTATION,"GATES?"
STAGEDIRECTIONS,"Actors follow them"
STAGEDOORJOHNNY,"Actress's date on Broadway?"
STAGEDOORJOHNNY,"Man whom actresses greet"
STAGEDOORJOHNNY,"Show girl's suitor"
STAGEDOORJOHNNY,"Stargazer?"
STAGEDOORJOHNNY,"Theater alley suitor"
STAGEMANAGEMENT,"It may involve waiting in the wings"
STAGEOFAJOURNEY,"A definition for ""leg"""
STAGEOFAJOURNEY,"LEG"
STAGEOFAQUARIUS,"Platform for a zodiac sign?"
STAGEWHEREISTHE,"Part 2 of query"
STAGEWHEREISTHE,"Query, part 2"
STAGEWITCHSPACE,"Three crafts that don't go to sea"
STAGINGTHEBLUES,"Task for the producers of ""Five Guys Named Moe""?"
STAINLESSSTEELS,"They're dishwasher-safe"
STAIRCOMPRESSOR,"Flight shortener?"
STAKINGONESCLAM,"Betting a buck in Vegas?"
STALAGSEVENTEEN,"Billy Wilder film with William Holden"
STALAGSEVENTEEN,"Certain military camp + magazine"
STALAGSEVENTEEN,"Hogan's camp + adolescent magazine"
STALKINGANDDARK,"Two horses"
STALLFORTHEBEST,"Derby winner's home?"
STALLYOURENGINE,"Lose power"
STAMPCOLLECTION,"Patron of rock gear buffs?"
STAMPCOLLECTION,"Philatelist's pride"
STAMPEDENVELOPE,"It may be self-addressed"
STAMPINGGROUNDS,"Post office?"
STAMPOFAPPROVAL,"Endorsement"
STAMPOFAPPROVAL,"Formal okay"
STAMPOFAPPROVAL,"Green light"
STAMPOFAPPROVAL,"O.K."
STANDANDDELIVER,"1987 Anatomy Award winner?"
STANDANDDELIVER,"1987 Edward James Olmos film"
STANDANDDELIVER,"1987 Edward James Olmos tour-de-force"
STANDANDDELIVER,"1987 drama based on the true story of teacher Jaime Escalante"
STANDANDDELIVER,"1988 Edward James Olmos film"
STANDANDDELIVER,"1988 film about calculus"
STANDANDDELIVER,"Brigand's command"
STANDANDDELIVER,"Brigand's order"
STANDANDDELIVER,"HAND..."
STANDANDDELIVER,"Lou Diamond Phillips film of '88"
STANDANDDELIVER,"Movie about going into labor with no bed nearby?"
STANDANDDELIVER,"Name for a newspaper distributor?"
STANDANDDELIVER,"Olmos film"
STANDARDBEARERS,"Flag carriers"
STANDARDBEARERS,"Movement leaders"
STANDARDBEARERS,"Ones who put up with an old oil company"
STANDARDBEARERS,"Party leaders"
STANDARDENGLISH,"Dictionary subject"
STANDARDENGLISH,"It's widely spoken"
STANDARDENGLISH,"Language taught in elementary school"
STANDARDENGLISH,"What ""ain't"" ain't"
STANDARDGOLDBAR,"It is 7"" x 3 5/8"" x 1 3/4"""
STANDARDGOLDBAR,"It is 7"" x 3 5/8"" x 1 3/4"" (15)"
STANDARDIZATION,"Norm's establishment"
STANDARDWORKDAY,"Hint to the word ladder in the answers to the starred clues"
STANDBYYOURMANO,"Advice regarding a good poker hand in Tijuana?"
STANDFORSTANDUP,"Endure a comedy routine?"
STANDFORTHEFLAG,"Show patriotic respect"
STANDINGAGAINST,"Opposing"
STANDINGOBISHOP,"Kimono-accessory store that was not demolished in an earthquake?"
STANDINGOVATION,"Applause, plus"
STANDINGOVATION,"Clapping upright"
STANDINGOVATION,"Encore preceder, often"
STANDINGOVATION,"Enthusiastic reception"
STANDINGOVATION,"Enthusiastic response"
STANDINGOVATION,"Great reception"
STANDINGOVATION,"It often precedes an encore"
STANDINGOVATION,"Show stopper?"
STANDINONESWHEY,"What Miss Muffet believed a spider might do?"
STANDINTODANGER,"Move toward a hazard, nautical-style"
STANDOFFISHNESS,"Aloof behavior"
STANDOFFISHNESS,"Aloof quality of Ollie's partner; remove his swirling cape (15)"
STANDONCEREMONY,"""Don't ___!"""
STANDONCEREMONY,"Adhere to formalities"
STANDONCEREMONY,"Be formal"
STANDONCEREMONY,"Be particular about formalities"
STANDONCEREMONY,"Be ultraformal"
STANDONCEREMONY,"Demand due observance of protocol"
STANDONCEREMONY,"Demand formality"
STANDONCEREMONY,"Follow protocol to the letter"
STANDONCEREMONY,"Follow strict rules of politeness"
STANDONCEREMONY,"Stick to formalities"
STANDONESGROUND,"Don't give an inch"
STANDONESGROUND,"Not budge"
STANDONESGROUND,"Not give an inch"
STANDONESGROUND,"Refuse to budge"
STANDONONESFEED,"Act like a hen after grain is thrown on the ground?"
STANDONONESHEAD,"Cure for hiccups?"
STANDONONESHEAD,"Try to see things the other way"
STANDONONESTOES,"Reach for a high shelf, say"
STANDONONESTOES,"Strain to see, in a way"
STANDONONESTOES,"Try to appear a bit taller"
STANDONONESTOES,"Try to get a better view, maybe"
STANDONONESTOES,"Try to get a better view, say"
STANDONONESTOES,"Try to see, in a way"
STANDSCONVICTED,"Awaits sentencing"
STANDSCORRECTED,"Acknowledges one's mistakes"
STANDSINACORNER,"Punishes kindergarten-style"
STANDSONTHEWALK,"...Waits in line to be admitted..."
STANDUPANDCHEER,"1933 Shirley Temple film"
STANDUPANDCHEER,"1934 Shirley Temple musical"
STANDUPANDCHEER,"Respond to an electrifying play, perhaps"
STANDUPANDCHEER,"Reward a touchdown, e.g."
STANDUPANDCHEER,"Shirley Temple film: 1934"
STANDUPANDCHEER,"Shirley Temple musical of 1934"
STANDUPCOMEDIAN,"Leno or Seinfeld, e.g."
STANDUPCOMEDIAN,"Rock, e.g."
STANDUPCOMEDIAN,"Routine performer"
STANDUPROUTINES,"Comedy club acts"
STANDUPROUTINES,"Highest form of comedy?"
STANDUPSTRAIGHT,"Command from parents"
STANDUPSTRAIGHT,"Dear old dad the comedic foil always told me to ___"
STANDUPSTRAIGHT,"Exhibit good posture"
STANDYOURGROUND,"HANG TOUGH"
STANDYOURGROUND,"Persevere, like a lightning rod installer?"
STANFORDBETTEST,"Collegiate wagering experiment?"
STANLEYKOWALSKI,"Brando role"
STANNOUSSOLDIER,"Chemist's military miniature?"
STANSPIKEANDANG,"Three Lees"
STARBUCKSCOFFEE,"Popular morning stop"
STARCHERSOFLOAF,"People adding carbs to bread, or a '90's indie rock band in heaven"
STARCIRCULATORY,"Two more systems"
STAREDINTOSPACE,"Fixed one's gaze on nothing"
STARESINTOSPACE,"Daydreams"
STARESINTOSPACE,"Zones out, in a way"
STARINGCONTESTS,"They end in the blink of an eye"
STARNEARESTTOUS,"SUN"
STAROFBETHLEHEM,"Biblical beacon"
STAROFBETHLEHEM,"It guided the Magi"
STAROFBETHLEHEM,"Lily family flower"
STAROFBETHLEHEM,"Magi's guide"
STAROFBETHLEHEM,"Paul Newman visits Israel?"
STAROFBETHLEHEM,"Wise Men's guide"
STARSANDSTRIPES,"'Eggs and bacon'"
STARSANDSTRIPES,"Balanchine ballet"
STARSANDSTRIPES,"Betsy's banner"
STARSANDSTRIPES,"Drum attachment in a military issue"
STARSANDSTRIPES,"Flag combo"
STARSANDSTRIPES,"Flag-waving Sousa march"
STARSANDSTRIPES,"Frequent flier?"
STARSANDSTRIPES,"G.I. newspaper"
STARSANDSTRIPES,"Iwo Jima flag"
STARSANDSTRIPES,"March subject"
STARSANDSTRIPES,"Military issue"
STARSANDSTRIPES,"Military newspaper founded in 1861"
STARSANDSTRIPES,"Military paper"
STARSANDSTRIPES,"Newspaper published continuously since 1942"
STARSANDSTRIPES,"Old Glory"
STARSANDSTRIPES,"Old Glory features"
STARSANDSTRIPES,"Patriotic display"
STARSANDSTRIPES,"Private reading?"
STARSANDSTRIPES,"She's a grand old flag"
STARSANDSTRIPES,"Sousa subject"
STARSANDSTRIPES,"Two-time America's Cup winner"
STARSANDSTRIPES,"US flag"
STARSENTERPRISE,"Moneymaking venture of a celeb?"
STARSINONESEYES,"Bedazzlement"
STARSINONESEYES,"Enchantment, figuratively"
STARSINONESEYES,"Infatuation situation"
STARSINONESEYES,"Naive optimism"
STARSINONESEYES,"Unrealistic hope"
STARSKYANDHUTCH,"'70s prime-time police pair"
STARSKYANDHUTCH,"1970s cop show"
STARSKYANDHUTCH,"Paul with David on TV"
STARSKYANDHUTCH,"Starch: a cross between ___?"
STARSKYANDHUTCH,"TV cop duo"
STARSKYANDHUTCH,"TV twosome (1975-79)"
STARSOFKILLBILL,"Uma Thurman and Lucy Liu, e.g."
STARSOFTOMORROW,"Celestial Lights?"
STARSPANGLEDBAR,"Celebs' watering hole?"
STARSTUDDEDCASS,"Mama wrapped in a U.S. flag?"
STARSTUDDEDCAST,"""Ocean's Eleven"" players, e.g."
STARSTUDDEDCAST,"Collection of big players, perhaps"
STARSTUDDEDCAST,"Where marquis names abound"
STARSTUDDEDCATS,"Bright felines?"
STARTEDMOWINGIT,"End of the revelation"
STARTERSPISTOLS,"Sources of track reports"
STARTINGPITCHER,"Cy Young Award winner, typically"
STARTINGPITCHER,"First beer container for the gang?"
STARTINGPITCHER,"One facing the leadoff batter"
STARTINGPITCHER,"One may be pulled"
STARTINGPITCHER,"Randy Johnson, e.g."
STARTLERESPONSE,"Boom follower, maybe"
STARTREKSKIPPER,"Captain Kirk"
STARTREKVOYAGER,"TV series set in the 24th century"
STARTREKVOYAGER,"Tabloid-sponsored sci-fi series of the '90s?"
STARTREKVOYAGER,"Traveling back in time as well!"
STARTSACOMPUTER,"Boots"
STARTSOVERAGAIN,"Begins anew"
STARTSSOMETHING,"Picks a fight"
STARTSTARKSTARE,"Begin gazing at someone intently and harshly?"
STARTSTHEACTION,"What a first bet does*"
STARTSTHEACTION,"What a first bettor does*"
STARTSWITHABANG,"Has an exciting opening number, say... or what the answer to each starred clue does?"
STARTTHENEWYEAR,"DROP THE BALL"
STARVATIONWAGES,"A pittance, paywise"
STARVATIONWAGES,"Deprivation remuneration"
STARWARSDEFENSE,"Defend America Act system"
STASHINGTHELUTE,"Hiding one's instrument?"
STASHWEDNESDAYS,"Good times to hide things?"
STATEASSISTANCE,"Some student aid, e.g."
STATEASSISTANCE,"Welfare"
STATEASSISTANCE,"Welfare checks, e.g."
STATEDEPARTMENT,"Clinton's domain"
STATEDEPARTMENT,"Colin Powell's domain"
STATEDEPARTMENT,"Declaration about split in diplomats' agency (5,10)"
STATEDEPARTMENT,"Foreign policy group"
STATEDEPARTMENT,"Issuer of annual human rights reports"
STATEDEPARTMENT,"It includes the Office of Protocol"
STATEDEPARTMENT,"It's headquartered in the Harry S Truman Building"
STATEDEPARTMENT,"Powell's area"
STATEDEPARTMENT,"Say ""bureau""?"
STATEDEPARTMENT,"Thomas Jefferson was the first to lead it"
STATEDEPARTMENT,"U.S. ambassador's employer"
STATEHANGDOHEAT,"...FOUR MORE"
STATELEGISLATOR,"Capitol worker, perhaps"
STATEMENTOFDEBT,"Bill"
STATEMENTOFFACT,"Verifiable claim"
STATEOFMARYLAND,"MD"
STATEOFTHEENEMY,"Foe's condition?"
STATEOFTHEHEART,"Cardiological consultation topic?"
STATEOFTHEONION,"Play about vidalia growers?"
STATEOFTHEONION,"Play that's a real tear-jerker?"
STATEOFTHESTATE,"Governor's address"
STATEOFTHESTATE,"Lincoln or Jackson address?"
STATEOFTHEUNION,"Capra film of 1948"
STATEOFTHEUNION,"Certain address"
STATEOFTHEUNION,"Film about running for president"
STATEOFTHEUNION,"Important address"
STATEOFTHEUNION,"Noted Washington address"
STATEOFTHEUNION,"Presidential address"
STATEOFTHEUNION,"San Diego reporter?"
STATEOFVIRGINIA,"Old Dominion"
STATEOPERAHOUSE,"Vienna building on the 5000-schilling note, pre-euro"
STATESATTORNEYS,"Court figures"
STATESBOROBLUES,"Allmans ""I woke up this morning, had them ___"""
STATESMANSHIPIS,"Start of a quip for Congress"
STATESSIDESONLY,"Part 4 of riddle"
STATETHEOBVIOUS,"Say something to which people reply ""Duh!"""
STATEUNIVERSITY,"Appalachian, e.g."
STATEUNIVERSITY,"Rutgers, e.g."
STATICCLINCHING,"Sealing victory by not moving?"
STATILECTRICITY,"Van de Graaff generator generation"
STATIONARYBIKES,"Fitness center array"
STATIONARYORBIT,"An artificial satellite may have one"
STATIONARYPOINT,"It doesn't move"
STATIONEVENJAIL,"Three breaks"
STATIONSELECTOR,"Tuner control"
STATIONSELECTOR,"Tuner element"
STATUEOFLIBERTY,"""She"" celebrates a birthday today"
STATUEOFLIBERTY,"BUILT TO STAY FREE?"
STATUEOFLIBERTY,"Frédéric Auguste Bartholdi creation"
STATUEOFLIBERTY,"Lady of the harbor"
STATUEOFLIBERTY,"Larger-than-life lady?"
STATUEOFLIBERTY,"National monument dedicated 10/28/1886"
STATUEOFLIBERTY,"New York Harbor attraction"
STATUEOFLIBERTY,"New York Harbor sight"
STATUEOFLIBERTY,"New York attraction"
STATUEOFLIBERTY,"New York tourist attraction"
STATUEOFLIBERTY,"Quarterback call"
STATUEOFLIBERTY,"Sculptor's gift to Mom?"
STATUEOFLIBERTY,"Torchbearer"
STATUEOFLIBERTY,"Torchbearer of note [Jeep]"
STATUEOFLIBERTY,"Tourist attraction"
STATUEOFLIBERTY,"Vacation attraction"
STAUBACHALWORTH,"FAMERS ROGER / LANCE"
STAXISLANDFERRY,"Old record label's boat to reach isolated areas (if X=10)?"
STAYEDABACHELOR,"End of ""sour grapes"""
STAYEDTHECOURSE,"Continued"
STAYEDTHECOURSE,"Hung in there"
STAYEDTHECOURSE,"Perservered"
STAYEDTHECOURSE,"Persevered"
STAYEDTHECOURSE,"Persisted"
STAYINPJSALLDAY,"Something to do in idle hours"
STAYOFEXECUTION,"Certain reprieve"
STAYOFEXECUTION,"Death row inmate's hope"
STAYOFEXECUTION,"Death row reprieve"
STAYOFEXECUTION,"Governor's reprieve"
STAYOFEXECUTION,"Reprieve"
STAYSITHEELCOME,"Four commands to a dog"
STAYTHEDISTANCE,"Have no quit in you"
STCLOUDTOAUSTIN,"Cross-country trip #2"
STEADYASSHEGOES,"2006 hit from The Raconteurs"
STEADYASSHEGOES,"Composed command from the bridge"
STEADYASSHEGOES,"Instruction to the engine room #1"
STEADYASSHEGOES,"It may be said from the bridge"
STEADYASSHEGOES,"Order to a helmsman"
STEADYASSHEGOES,"Skipper's command"
STEADYBOYFRIEND,"BEAU"
STEADYBOYFRIEND,"Beau, maybe"
STEAKMEDIUMWELL,"Griddle order"
STEAKQUESADILLA,"Cheeseburger alternative"
STEAKQUESADILLA,"Taco Bell offering"
STEALHISTHUNDER,"Other more popular meteorologists were able to ___"
STEALINGTHESHOW,"Burglarizing a museum exhibition?"
STEALINGTHESHOW,"Shining unexpectedly"
STEALINGTHESHOW,"Upstaging"
STEALINGTHESHOW,"Upstaging a star"
STEALOURTHUNDER,"""We can't let another team ___"""
STEALSTHEBLINDS,"Successfully raise-opens from the button without strong cards*"
STEALTHEIRSIGNS,"Be a thief in the dugout?"
STEALTHEPICTURE,"Outshine a film's stars"
STEALTHEPICTURE,"Upstage everyone, maybe"
STEALTHFIGHTERS,"Detection-evading aircraft"
STEALTHFIGHTERS,"Radar-evasive aircraft"
STEAMBOATWILLIE,"Classic Disney parody"
STEAMBOATWILLIE,"First Mickey Mouse cartoon"
STEAMBOATWILLIE,"First cartoon with sound"
STEAMBOATWILLIE,"First cartoon with sound (1928)"
STEAMBOATWILLIE,"First cartoon with synchronized sound"
STEAMBOATWILLIE,"Mickey Mouse cartoon of 1928"
STEAMBOATWILLIE,"Mickey Mouse's first cartoon"
STEAMBOATWILLIE,"Walt Disney's first sound cartoon"
STEAMEDBROCCOLI,"Vegetable dish containing French red wine?"
STEAMEDDUMPLING,"Filled appetizer"
STEAMLOCOMOTIVE,"Iron horse"
STEEDONONESHEAD,"Denver Broncos' helmet logo?"
STEELBELTEDTYRE,"*Reinforced road traveler"
STEELERSCOWBOYS,"Winners and losers (X)"
STEELERSVIKINGS,"Super Bowl IX, informally"
STEELINGTHESHOW,"Reenforcing one's theater?"
STEELPRODUCTION,"Bessemer process enterprise"
STEELSMAGNOLIAS,"Danielle's flowering trees"
STEELTHETHUNDER,"Brace oneself for a storm?"
STEELYEYEDSTARE,"Intense look"
STEEREDSTRAIGHT,"Gave good guidance"
STEERINGCLEAROF,"Avoiding"
STEERINGCLEAROF,"Staying away from"
STEERINGCOLUMNS,"Chest protector in Volt turners"
STEERINGCOLUMNS,"Newspaper features about driving?"
STEERINGCOLUMNS,"Tempo turners"
STEERINGCOLUMNS,"They're behind the wheel"
STELLAHEYSTELLA,"""A Streetcar Named Desire"""
STELLAMCCARTNEY,"Noted Adidas designer"
STELLARPARALLAX,"Effect used to measure astronomical distances"
STEMMINGTHETIDE,"Resisting opposition"
STENONOTESONSET,"Court worker beholds beginning"
STENONOTESTONES,"Office worker records nuances"
STENTORIANVOICE,"Orator's asset"
STEPBOXSMITHOUT,"LOCK..."
STEPFANIEKRAMER,"She was Dee Dee McCall on ""Hunter"""
STEPHANIEPOWERS,"Jennifer Hart portrayer on TV"
STEPHENADUCKLAS,"Easter statesman?"
STEPHENJCANNELL,"""The Rockford Files"" producer"
STEPHENSONDHEIM,"""Gypsy"" lyricist"
STEPHENSONDHEIM,"""Send in the Clowns"" composer"
STEPHENSONDHEIM,"Composer with the most Tonys"
STEPHENSONDHEIM,"Noted Broadway composer"
STEPHENSONDHEIM,"Student of Oscar Hammerstein II"
STEPINTOTHERING,"""And although he's tired at the end of the day, Gov. Ventura will be ready to ___ again tomorrow for the people of Minnesota!"""
STEPONINREVERSE,"""No pets"""
STEPOVERTHELINE,"Go a bit too far"
STEPPEDONTHEGAS,"Accelerated"
STEPSONONESTOES,"Causes offense"
STEPSONONESTOES,"Does some encroaching"
STEPSONONESTOES,"Encroaches"
STEPSONONESTOES,"Impinges"
STEPSONONESTOES,"Offends another person"
STEPSONONOSPETS,"Makes Yoko's cats screech?"
STEPSTOTHECROWN,"354"
STEREOISOMERISM,"Handedness, in chemistry"
STEREORECORDING,"Almost any modern album"
STEREORECORDING,"The earliest surviving one, made in 1932, features the Philadelphia Orchestra"
STERLINGSILVERS,"They often need polishing"
STERNREPROACHES,"Harsh accusations"
STERNSTEMWINDER,"Grim speaker?"
STERNUMLECTURES,"Certain anatomy class presentations?"
STERNUMUNDDRANG,"Turmoil in one's breastbone?"
STEVEALLENDRURY,"TV host overlaps writer"
STEVENSPIELBERG,"""1941"" director"
STEVENSPIELBERG,"""Jurassic Park"" director"
STEVENSPIELBERG,"""Saving Private Ryan"" Oscar-winning director"
STEVENSPIELBERG,"""Schindler's List"" director"
STEVENSPIELBERG,"Academy Award winner who said ""I dream for a living"""
STEVENSPIELBERG,"Best Director, 1993"
STEVENSPIELBERG,"Big 1980's-90's box office draw"
STEVENSPIELBERG,"Box office draw who doesn't act"
STEVENSPIELBERG,"Director of the featured film"
STEVENSPIELBERG,"DreamWorks director"
STEVESCHESSPLOY,"Palindrome #2"
STEVETOMCHIPPER,"US Open Champ '96/Welsh Singer/Third Baseman"
STEVIECANWONDER,"Singer suspects surprise, so ___"
STEWARTCOPELAND,"Drummer in the Police"
STEWHOTTOHANDLE,"Goulash fresh from the oven?"
STFRANCISXAVIER,"Early Jesuit"
STHGIEHWENHCAER,"Outdo oneself?"
STICKHISNECKOUT,"What a giraffe might do?"
STICKINONESCRAW,"Be a persistent annoyance"
STICKITTOTHEMAN,"Be revolting"
STICKITTOTHEMAN,"Oppose authority"
STICKSANDSTONES,"Bone breakers in a kid's retort"
STICKSANDSTONES,"Start of a child's retort"
STICKSANDSTONES,"Start of a playground chant"
STICKSANDSTONES,"Start of a retort that ends ""but names will never hurt me"""
STICKSANDSTONES,"Vonebreaking combo"
STICKSANDSTONES,"Well-versed assault weapons?"
STICKSTOTHERIBS,"Adds meat, in a way?"
STICKSTOTHERIBS,"What a hearty meal does"
STICKTOONESGUNS,"Be resolute"
STICKTOONESGUNS,"Debater's task"
STICKTOONESGUNS,"Hang tough"
STICKTOONESGUNS,"Persevere"
STICKTOONESGUNS,"Remain firm"
STICKTOTHERULES,"Take no risks"
STICKTOYOURBUNS,"Half-baked motto?"
STICKTOYOURGUNS,"""Hang in there!"""
STICKTOYOURGUNS,"HANG TOUGH"
STICKYSITUATION,"Awkwardly difficult event (for a glue maker?)"
STICKYSITUATION,"Difficult spot"
STIFLINGHEATHER,"Shrubbery taking over the moor?"
STILLERANDMEARA,"Comedy duo"
STILLERANDMEARA,"Partners in comedy"
STILLERANDMEARA,"They appeared on ""The Ed Sullivan Show"" 36 times"
STILLHEREATWORK,"Lament: Part 3"
STILLLIFEARTIST,"Cezanne, notably"
STILLOFTHENIGHT,"1982 Meryl Streep thriller"
STILLOFTHENIGHT,"Cole Porter concept"
STILLOFTHENIGHT,"Dark, quiet period"
