AAAADDRESS,"Motorist's org. location"
SAINTDENIS,"Burial site for many French kings"
SAINTJOHNS,"Capital of Antigua and Barbuda"
SAINTJOHNS,"Newfoundland's capital"
SAINTLOUIS,"2002 NL Central division champs"
SAINTMAYBE,"Anne Tyler novel set partly at the Church of the Second Chance"
SAINTPAULS,"___ Cathedral"
SAINTPETER,"Early religious figure sent pirate off (5,5)"
SAINTSAENS,"""Danse Macabre"" composer"
SAINTSAENS,"""Samson et Dalila"" composer"
SAKESALIVE,"Wow!"
SAKOWALSKI,"Blanche DuBois's sister"
SALADBARON,"Peer tossing vegetables?"
SALADFORKS,"Service requirements"
SALADGREEN,"Bok choy, e.g."
SALADGREEN,"Choice for a bed made in the kitchen"
SALADGREEN,"Endive, e.g."
SALADORDAL,"Menu choice at an Indian restaurant? (V I)"
SALADSACKS,"Greengrocer's grab bags?"
SALAMANDER,"Amphibian that can regenerate its limbs"
SALAMANDER,"Amphibian without scales"
SALAMANDER,"Mud puppy or axolotl"
SALAMANDER,"Mythical fire dweller"
SALAMANDER,"Newt's first course hosting staff here in the center (10)"
SALAMANDER,"Shop tool ÷ priest = amphibian"
SALARYCAPS,"Figures in major-league baseball"
SALARYCHAP,"Payroll officer?"
SALEMAKING,"Moving the merchandise?"
SALEMMALES,"Guys from Oregon?"
SALEMMALES,"Oregon men"
SALEMMEALS,"OREGON REPASTS"
SALEMSLOUT,"Stephen King presents a small-town oaf?"
SALEMTRAIL,"Wagon train route?"
SALESAGENT,"One handing out demos"
SALESAGENT,"Pitcher?"
SALESCLERK,"One being counter-productive?"
SALESEVENT,"Clearance, for example"
SALESFORCE,"Company's merchandise movers"
SALESFORCE,"Marketing group"
SALESFORCE,"Merchants, as a body"
SALESFORCE,"Representatives, of a sort"
SALESGLINT,"Spark in the eye of the best hucksters?"
SALESPITCH,"It may persuade you to buy"
SALESPITCH,"It's heard at the used-car lot"
SALESPITCH,"Line that can hook you"
SALESPITCH,"Patter"
SALESPITCH,"Spiel at a used car lot"
SALESPITCH,"Sponsor's spiel"
SALESPITCH,"Used car dealer's spiel, say"
SALESROOMS,"Goods locations"
SALESROOMS,"Merchandise display areas"
SALESROOMS,"Where pitchers are often placed"
SALESSLIPS,"Return requirements"
SALESSLIPS,"Stock exchange necessities?"
SALESSPIEL,"PITCH"
SALESSPIEL,"Pitch"
SALESSTAFF,"Company's representatives"
SALESTALKS,"Office deliveries?"
SALESTALKS,"Some pitches"
SALESTASTE,"Discernment when it comes to bargains"
SALESTAXES,"ALEX with hidden ASSETS, at the checkout"
SALESWOMAN,"Lady behind a counter"
SALESWOMAN,"Lingerie clerk, perhaps"
SALESWOMEN,"Avon peddlers, traditionally"
SALESWOMEN,"Business personnel"
SALESWOMEN,"Some clerks"
SALIVATING,"Licking one's chops"
SALKITTOME,"""Take your best shot,"" to a doctor?"
SALLEYLOOP,"Skating maneuver by ""Best Damn Sports Show Period"" cohost John?"
SALLYFIELD,"""Norma Rae"" Oscar winner"
SALLYFIELD,"""The Corn Is Green"" star?"
SALLYFIELD,"'Gidget' star"
SALLYFIELD,"ACTRESS SPOTTED ON ""GOD'S LITTLE ACRE""?"
SALLYFIELD,"AGRICULTURE"
SALLYFIELD,"Actress and friend of the Earth?"
SALLYFIELD,"Actress of the meadow?"
SALLYFIELD,"Actress who could host Earth Day?"
SALLYFIELD,"Best Actress, ""Norma Rae"""
SALLYFIELD,"Hanks' mom in ""Forrest Gump"""
SALLYFIELD,"In the ballgame, let ___"
SALLYFIELD,"Oscar winner in 37D"
SALLYFIELD,"Two-time Best Actress"
SALLYFORTH,"Head into battle"
SALLYFORTH,"Leave the castle for battle"
SALLYFORTH,"Set out suddenly"
SALLYFORTH,"Strike out"
SALLYFROTH,"Woman with a bubbly personality?"
SALLYLUNNS,"Cakes for tea"
SALLYONEIL,"Quiet lady of cinema"
SALLYRIDES,"Astronaut takes a bus?"
SALLYRIDES,"Astronaut takes the bus?"
SALLYSALLY,"Field's foray?"
SALLYSOUND,"Noise made by actress Field?"
SALMAGUNDI,"Cooked salad"
SALMAGUNDI,"Grand mixed salad"
SALMAGUNDI,"Miscellany"
SALMAGUNDI,"Mixture"
SALMAGUNDI,"Varied collection"
SALMAHAYEK,"Actress who played artist Frida Kahlo in ""Frida"""
SALMAHAYEK,"Oscar-nominated portrayer of Frida Kahlo"
SALMONDAVE,"Fishy singing duo of the '60s"
SALMONELLA,"Food poisoning"
SALMONELLA,"Your food inspector?"
SALMONPINK,"Fishy shade"
SALMONSAYS,"Fish declares?"
SALONIKALE,"Greek veggie?"
SALONTANGO,"Beauty parlor dance?"
SALSAESQUE,"Like pico de gallo or the rumba"
SALSAMUSIC,"Celia Cruz sang to it"
SALSAMUSIC,"Singer Celia Cruz's genre"
SALSAROBOT,"Automated servant for dispensing dip?"
SALSAWATER,"Dancer's bar mixer?"
SALTARELLO,"Lively Italian dance with a hop step"
SALTATIONS,"Advancements by leaps and bounds"
SALTBAGELS,"Lox accompaniers"
SALTCELLAR,"Table item"
SALTSHAKER,"Half a dinner table duo"
SALTSHAKER,"Indoor sprinkler"
SALTSHAKER,"It has holes in its head"
SALTSHAKER,"It's turned upside down when used"
SALTSHAKER,"Item on a diner table"
SALTSHAKER,"Refillable tableware item"
SALTSPRING,"Largest of the Southern Gulf Islands"
SALUTATION,"Greeting"
SALVEPRICE,"Cost of ointment?"
SAMANDDAVE,"Soulful Cooke + jazzman Koz"
SAMARITANS,"Some people of old Palestine"
SAMELLIOTT,"""Mask"" actor"
SAMELLIOTT,"Actress Katharine Ross's actor-husband"
SAMELLIOTT,"He played Virgil Earp in ""Tombstone,"" 1993"
SAMGOLDWYN,"Speaker of 16-A, 28-A and 43-A"
SAMKINISON,"Best Spoken Comedy Album Grammy winner for the posthumous ""Live From Hell"""
SAMMCCLOUD,"TV lawman"
SAMMYDAVIS,"Singer/dancer/actor"
SAMMYHAGAR,"He replaced David Lee Roth in 1985"
SAMSHEPARD,"Playwright bringing back stage productions about female chief of police (3,7)"
SAMSONPOST,"Nautical hardware"
SAMTHESHAM,"""Lil' Red Riding Hood"" singer"
SAMTHESHAM,"Front man in 60's pop"
SAMTHESHAM,"He sang with the Pharaohs"
SAMTHESHAM,"Pharaoh's head?"
SAMTHESHAM,"Rock nickname"
SAMTHESHAM,"Rock star"
SAMTHESHAM,"___ and the Pharaohs (rock group of the ‘60s)"
SAMUELCOLE,"No spur for this poet"
SAMUELCOLT,"Cowboy's gun maker?"
SAMUELCOLT,"Gun pioneer"
SAMUELCOLT,"Revolver inventor"
SAMUELCOLT,"Revolver popularizer"
SAMUELOVAR,"Urn?"
SANACCOUNT,"Settle up, in a way"
SANANDREAS,"Fault in Calif."
SANANSELMO,"City in western CA"
SANANSELMO,"City north of the Golden Gate Bridge"
SANANTONIO,"35 + 10"
SANANTONIO,"Alamo Plaza site"
SANANTONIO,"Alamo locale"
SANANTONIO,"Alamo site"
SANANTONIO,"Chisholm Trail city"
SANANTONIO,"City named for a Paduan priest"
SANANTONIO,"City near Randolph Air Force Base"
SANANTONIO,"Fort Sam Houston locale"
SANANTONIO,"Fort Sam Houston site"
SANANTONIO,"Home of Our Lady of the Lake University"
SANANTONIO,"Lackland Air Force Base city"
SANANTONIO,"Locale of Lackland A.F.B."
SANANTONIO,"Site of a famed 1836 battle"
SANANTONIO,"Site of the Alamo."
SANANTONIO,"Spur's home"
SANANTONIO,"Spurs locale"
SANCTIONED,"Permissible"
SANDALWOOD,"Fragrant Asian tree"
SANDALWOOD,"Fragrant evergreen"
SANDALWOOD,"It's sometimes burned as incense"
SANDALWOOD,"Oil used in soaps"
SANDALWOOD,"Tree with fragrant oil"
SANDANDFOG,"""House of ___,"" Oprah selection by Andre Dubus III"
SANDBAGGER,"Deceitful one"
SANDBARREL,"Many a crash cushion at a construction zone"
SANDBLASTS,"Removes paint, in a way"
SANDCASTLE,"*Creation made with a bucket and shovel"
SANDCASTLE,"Beach building"
SANDCASTLE,"Beach construction"
SANDCASTLE,"Beach edifice"
SANDCASTLE,"Beach-front building?"
SANDCASTLE,"Beachfront building?"
SANDCASTLE,"Building on the beach"
SANDCASTLE,"Construction by George and Irene?"
SANDCASTLE,"Shore construction"
SANDCASTLE,"Shore thing"
SANDCASTLE,"Subject of a seashore building contest"
SANDCASTLE,"Summertime sculpture for woodworkers?"
SANDCASTLE,"Temporary structure?"
SANDCASTLE,"Waterfront building"
SANDCOUPES,"Hardtop dune buggies?"
SANDCRAFTS,"Castles"
SANDDOLLAR,"Beach find"
SANDDOLLAR,"Beach urchin"
SANDDOLLAR,"Disk-shaped sea creature"
SANDDOLLAR,"Disklike sea urchin of U.S. coasts: 2 wds."
SANDDOLLAR,"Earthy echinoderm?"
SANDDOLLAR,"Flat sea urchin (with money back)"
SANDDOLLAR,"Sea urchin"
SANDINISTA,"Revolutionary of '79"
SANDLOTTER,"Kid who plays neighborhood baseball"
SANDPEOPLE,"Raiders on Tatooine in ""Star Wars"""
SANDPIPERS,"Eleven shore birds"
SANDPIPERS,"Wading birds"
SANDSTONES,"Grainy rocks"
SANDSTONES,"Quartzite and such"
SANDSTONES,"Sedimentary materials"
SANDSTONES,"Some countertop materials"
SANDSTONES,"Sylvester's least favorite quartz-based rocks?"
SANDWEDGES,"Shoes for the desert?"
SANDWICHES,"Picnic lunch"
SANDWICHES,"Picnic main course"
SANDYBEACH,"Actress Duncan's shore?"
SANDYBEACH,"Island paradise feature for sun worshippers"
SANDYSHORE,"Dune locale"
SANDYWEDGE,"Hunk of cheese dropped on the beach?"
SANGABRIEL,"Los Angeles suburb"
SANITARIUM,"Institution to improve one's health [1938]"
SANJACINTO,"Site of Houston's decisive victory"
SANJOAQUIN,"California county"
SANLEANDRO,"California city that's home to the Ghirardelli Chocolate Company"
SANQUENTIN,"California prison"
SANQUENTIN,"Johnny Cash concert venue of February 1969"
SANRYGBOUT,"Not troubled by"
SANSSERAPH,"Font in need of religion?"
SANSSHERIF,"Lacking an Arab chief?"
SANSSOLEIL,"Influential 1983 French film whose English title is ""Sunless"""
SANSTEFANO,"Treaty town of 1878"
SANTAAMANA,"Patron of Spanish refrigerators?"
SANTAANITA,"April derby site"
SANTAANITA,"Arcadia racing venue"
SANTAANITA,"Calif, race track"
SANTAANITA,"California racetrack"
SANTAANITA,"California site of Seabiscuit's last race"
SANTAANITA,"Seabiscuit's last race place"
SANTAANITA,"West Coast racing venue"
SANTAANITA,"Where Seabiscuit last competed"
SANTACLARA,"Calif. city"
SANTACLARA,"City near San Jose"
SANTACLARA,"Intel's home"
SANTACLAUS,"* < I : - ) , emoticon that's eternally jolly"
SANTACLAUS,"**‡:-)}}}}"
SANTACLAUS,"Annual NORAD tracking"
SANTACLAUS,"Annual list preparer"
SANTACLAUS,"Christmas Eve VIP"
SANTACLAUS,"Comet steerer"
SANTACLAUS,"Father Christmas"
SANTACLAUS,"For he's a jolly good fellow"
SANTACLAUS,"Gift-bearing legend"
SANTACLAUS,"He flies behind reindeer"
SANTACLAUS,"He's only make-believe"
SANTACLAUS,"Head of a major toy outfit"
SANTACLAUS,"La Befana's American counterpart"
SANTACLAUS,"List recipient"
SANTACLAUS,"Noted list keeper"
SANTACLAUS,"Noted philanthropist"
SANTACLAUS,"Pole star?"
SANTACLAUS,"Possible resident of the Canadian Arctic?"
SANTACLAUS,"Seasonal characte"
SANTACLAUS,"Seasonal worker"
SANTACLAUS,"Stocking stuffer"
SANTACLAWS,"Crabby holiday figure?"
SANTACREWS,"Elves?"
SANTALUCIA,"California's ___ Range"
SANTALUCIA,"Longtime favorite Neopolitan song"
SANTAMARIA,"Christopher Columbus' flagship"
SANTAMARIA,"Columbus : ___ ::..."
SANTAMARIA,"Famous flagship"
SANTAMARIA,"Fifteenth century flagship"
SANTAMARIA,"Flagship of Columbus"
SANTAMARIA,"Historic ship"
SANTAMARIA,"Historic ship that sank on Christmas Day"
SANTAMARIA,"Historic vessel"
SANTAMARIA,"One of Columbus's three ships"
SANTAMARIA,"Ship on an 1892 3-cent stamp"
SANTAMARIA,"Ship to the New World"
SANTAMARTA,"Oldest city in Colombia"
SANZOFTIME,"Horatio holding the official ""SNL"" stopwatch?"
SAPHARVEST,"Annual maple orchard event"
SAPPYUNCLE,"Foolish reunion relative?"
SAQUESTION,"Call for prose on a test"
SAQUESTION,"Pedagogical prompt, in a txt msg?"
SARABELLUM,"Brainy woman?"
SARAHADAMS,"'Nearer, My God, to Thee' writer"
SARAHMILES,"""Ryan's Daughter"" actress"
SARAHMONEY,"Actress Bernhardt wed to singer Eddie"
SARAHNADER,"Girlfriend who sings?"
SARAHPALIN,"Politician who said ""Only dead fish go with the flow"""
SARAHPALIN,"Winner or loser?"
SARDINECAN,"Cramped locale"
SARDINECAN,"Cramped locale, slangily"
SARDINECAN,"Cramped spot, slangily"
SARDINETIN,"Certain packed container"
SARMATIANS,"Probable ancestors of the Slavs"
SASSYSISSY,"Impudent coward?"
SATCHELFUL,"All a bag can hold"
SATCHELFUL,"All that a bag can hold"
SATELLITES,"Feed providers"
SATELLITES,"Moon and Telstar"
SATELLITES,"Orbiting craft"
SATELLITES,"Phobos and Deimos, to Mars"
SATINGLOVE,"Half of a wedding pair"
SATINSATIN,"Posed among fancy sheets?"
SATINSATIN,"Why the coquette felt luxurious? ""She ___"""
SATINWEAVE,"Textile technique"
SATONAWALL,"What an ovate fellow did in a rhyme"
SATTERSHOT,"Indiscriminate"
SATURNALIA,"Unrestrained revelry"
SATURNALIA,"Wild revelry"
SATURNALIA,"Wing-ding"
SATURNNINE,"Apollo mission"
SATURNROAD,"Thoroughfare where you can drive rings around other cars?"
SAUCEPANEL,"Team of topping tasters?"
SAUCERFULS,"Servings of cat's milk"
SAUCYUNCLE,"Impertinent relation?"
SAUDISHEIK,"Al-Yamani, for one"
SAUERCLOUT,"Hot dog topping at a power lunch?"
SAUERKRAUT,"Frank companion"
SAUERKRAUT,"Frank request"
SAUERKRAUT,"Frank topper"
SAUERKRAUT,"Friend of pigs' knuckles"
SAUERKRAUT,"German for ""sour cabbage"""
SAUERKRAUT,"Hotdog stand staple"
SAULBELLOW,"""Herzog"" author"
SAULBELLOW,"Among the screams, you could hear ___"
SAULBELLOW,"Author (1915-2005) honored in this puzzle"
SAULBELLOW,"Author of ""The Adventures of Augie March"""
SAULBELLOW,"Author who should have written 'The Mouse That Roared'?"
SAULBELLOW,"Lion tamer's favorite novelist?"
SAULBELLOW,"Resident of 333 Riverside Drive: mid-50's"
SAUNTERERS,"They're in no hurry"
SAUSAGEDOG,"Dachshund, slangily"
SAUSAGENTS,"Pork belly salesmen?"
SAUSAGEPIE,"Pizzeria order"
SAVAGELOVE,"*Sex column that coined the word ""santorum"""
SAVEAPEONY,"What a Southern flower-grower can hardly do nowadays?"
SAVEENERGY,"Turn off unneeded lights, e.g."
SAVEHEIGER,"Movie for which Jack Lemmon won an Oscar for Best Actor"
SAVESVASES,"Preserves urns?"
SAVETHEWHA,"Preserve a sense of stupefaction?"
SAVINGRACE,"Competition for heroes?"
SAVINGRACE,"Time-critical rescue?"
SAVINGSBAN,"Mandate to spend every penny?"
SAVINGTIME,"Taking a shortcut, in theory"
SAVONAROLA,"Italian Dominican reformer Girolamo"
SAVONAROLA,"Noted 15th-century reformer"
SAVOYHOTEL,"Place to stay in central London"
SAVOYSAUCE,"Culinary product of a French-Italian region?"
SAVVYUNCLE,"Hip relative?"
SAWINGLOGS,"Asleep"
SAWINGLOGS,"Snoring"
SAWNOTHING,"Wasn't observant?"
SAWTHROUGH,"Recognized the deception in"
SAWTHROUGH,"Was wise to"
SAWTOOTHED,"Like many bread knives"
SAWTOOTHED,"Notched, like a tool"
SAWWHETOWL,"Bird with a repetitive cry"
SAXOPHONES,"Band instruments"
SAXOPHONES,"Instruments for Getz and Parker"
SAYSCHEESE,"Prepares to be shot"
SAYTHEWORD,"""Tell me when"""
SBARGROFPU,"Undecided, literally"
SCABDRIVER,"Strike-breaking motorist?"
SCALDEDCAT,"Hot feline"
SCALEDBACK,"Cut down on, as expenses"
SCALEMODEL,"Accurate representation"
SCALEMODEL,"Architect's miniature building"
SCALEMODEL,"Developer's showpiece"
SCALEMODEL,"Mini-prototype"
SCALEMODEL,"Proportionate reproduction"
SCALESDOWN,"Snake-bird covering?"
SCALYMOVIE,"""Snakes on a Plane,"" e.g.?"
SCAMARTIST,"Con guy"
SCAMARTIST,"Hustler"
SCAMARTIST,"One may take you in"
SCAMARTIST,"Phony"
SCAMCORDER,"Device for filming hoaxes?"
SCAMPERING,"Like kids in a playground"
SCAMPEROFF,"Take it on the lam"
SCANDALOUS,"Like Watergate"
SCANTLINGS,"Throws around axe, starting to topple small beams (10)"
SCANTSCENT,"Barely discernible aroma"
SCARABINER,"Climbing gear for bugs?"
SCARAMANGA,"Bond villain who also had a midget sidekick on a ""fantasy island"""
SCARAMANGA,"The Man With the Golden Gun"
SCARAMOUCH,"Rascal"
SCARCENESS,"Lack"
SCARCITIES,"Shortages"
SCARCITIES,"Shortages negatively mark urban areas (10)"
SCARDEALER,"Halloween makeup specialist?"
SCARECORDS,"Shock some electrical connections? (trade 3 and 7)"
SCARECROWS,"Field agents?"
SCARECROWS,"They're out standing in their fields?"
SCAREDTODH,"Afraid of only being an offensive player?"
SCAREDYART,"Munch's ""The Scream"" and the like?"
SCAREDYCAF,"""Decaf with a bit of regular"""
SCAREDYCAT,"*Chicken"
SCAREDYCAT,"Chicken"
SCAREDYCAT,"Needlessly fearful person"
SCAREDYCAT,"One lacking courage"
SCAREDYCAT,"One starting easily?"
SCAREDYCAT,"One who jumps over anything?"
SCAREDYCAT,"Timid chap"
SCAREDYCAT,"Timid one"
SCAREDYCAT,"Unduly fearful person"
SCAREGIVER,"Ghost, at times?"
SCAREGIVER,"Nurse with a needle?"
SCAREOUSEL,"Spooky merry-go-round?"
SCARESAWAY,"Chases off"
SCARESAWAY,"Spooks"
SCARFJOINT,"Bolted carpentry connection"
SCARINGOFF,"Playing the guard dog"
SCARLETOAK,"Tree housing Yastrzemski?"
SCARPSCRAP,"Cliff fragment"
SCARTISSUE,"Cicatrix"
SCARTISSUE,"Operation reminder"
SCARYGRANT,"Actor in Stephen King films?"
SCARYGRANT,"Civil War general dressed as a monster?"
SCARYGRANT,"Eerie endowment?"
SCARYGRANT,"Horror-film actor?"
SCARYGRANT,"TV horror host who's so suave it's frightening?"
SCARYSPIES,"Agents who hardly manage to make themselves inconspicuous?"
SCATHINGLY,"In a bitterly severe way"
SCATIRODEO,"Some jazz improv (4)/(1)/Calves may be caught in it"
SCATSINGER,"""Scooby-doo"" producer, perhaps"
SCATSINGER,"Improvisational act re-signs jazz vocalist (4,6)"
SCATTERBED,"Night spot for Ella Fitzgerald?"
SCATTERGUN,"Firearm with an unfocused shot"
SCATTERRUG,"Floor covering of a sort"
SCENARISTS,"Screenplay writers"
SCENARISTS,"Screenwriters from Tehran?"
SCENESCENE,"Segment of 'Movie Movie'?"
SCENESTARS,"Stage actors?"
SCENETHREE,"Part of an act"
SCENETHREE,"When Mephistopheles appears in ""Dr. Faustus"""
SCENETHREE,"When, in Act Two of ""Macbeth,"" the Porter knocks at the gate"
SCENICAREA,"Picturesque place"
SCENTEDTEA,"Herbal quaff"
SCENTSLESS,"Like many hybrid roses?"
SCHIPPERKE,"Small, black watchdog from Belgium"
SCHLESSGER,"Radio's Dr. Laura"
SCHMEGEGGY,"Blockhead?"
SCHNOZZOLA,"Slangy facial feature"
SCHOLASTIC,"Bookworm"
SCHOLASTIC,"SAT part"
SCHOOLBOAR,"College pig mascot?"
SCHOOLBOND,"Elementary proposition?"
SCHOOLDAYS,"Old ""Reading and 'riting"" tune"
SCHOOLDAZE,"1988 Spike Lee movie"
SCHOOLGIRL,"She may learn a thing or two"
SCHOOLKIDS,"REVILED"
SCHOOLMARM,"Backwoods book-larner"
SCHOOLMARM,"Old-time educator"
SCHOOLMARM,"Priggish old-time teacher"
SCHOOLMARM,"Priggish pedagogue"
SCHOOLMATE,"Friend one grows up with, often"
SCHOOLMATE,"One teen to another, often"
SCHOOLMEAL,"Lunchbox alternative"
SCHOOLROOM,"Blackboard site"
SCHOOLROOM,"Classy place?"
SCHOOLROOM,"Locale for learning"
SCHOOLROOM,"Pedagogue's place"
SCHOOLROOM,"Test site"
SCHOOLROOM,"Whiteboard site"
SCHOOLSIGN,"*Outline of a girl walking with her mother, often"
SCHOOLSTAY,"Remain in class as punishment"
SCHOOLSTAY,"Remain in class as punishment at day's end"
SCHOOLTERM,"One quarter, maybe"
SCHOOLTIES,"1992 football film"
SCHOOLTIES,"Alums' connections"
SCHOOLTIES,"Part of a principal's attire?"
SCHOOLTIES,"Start of an old boy network, perhaps"
SCHOOLWIDE,"Affecting the entire college, say"
SCHOOLYARD,"Jungle gym's place"
SCHOOLYARD,"Local playground, perhaps"
SCHOOLYARD,"Recess area"
SCHOOLZONE,"Sign seen around crossing guards"
SCHUYLKILL,"Dutch for ""hidden river"""
SCIENCELAB,"Experimental canine?"
SCIENCELAB,"Experimental pooch?"
SCIENCELAB,"Where some dissections are performed"
SCIENTIFIC,"Kind of method"
SCIENTISTS,"Laboratory denizens"
SCIENTISTS,"Many Nobel Prize winners"
SCIENTISTS,"Many lab workers"
SCINTILLAE,"Slightest traces"
SCINTILLAS,"Minute particles"
SCISSORING,"Cutting along dotted lines"
SCONEBROKE,"Like a destitute baker?"
SCONEBROKE,"Like the destitute baker?"
SCOPEITOUT,"Case the joint"
SCORCHMARK,"Lampshade blemish"
SCORCHTAPE,"Combustible cassette?"
SCOREAGOAL,"Tally, in a way"
SCOREAGOAL,"Tickle your teammates"
SCOREBOARD,"Big display watched at the stadium"
SCOREBOARD,"It has many diamond figures"
SCOREBOARD,"It includes many ballpark figures"
SCOREBOARD,"Place for ballpark figures"
SCOREBOARD,"Where errors are seen"
SCORECARDS,"Where some eagles are seen"
SCOREGEOUS,"""Tiger's new golf course? ___!"""
SCORESHEET,"Tally"
SCOTCHEGGS,"British breakfast foods"
SCOTCHMIST,"Cocktail or weather phenomenon"
SCOTCHPINE,"Christmas tree, maybe"
SCOTCHTAPE,"3M innovation"
SCOTCHTAPE,"3M output"
SCOTCHTAPE,"Office need"
SCOTCHTAPE,"Packaging need"
SCOTCHTAPE,"Popular adhesive"
SCOTCHTAPE,"Present wrapper's aid"
SCOTCHTAPE,"Rendition of ""Roamin' in the Gloamin'""?"
SCOTCHTAPE,"Richard Drew invention"
SCOTCHTAPE,"Roll in an office"
SCOTCHTAPE,"Sealing material"
SCOTCHTAPE,"Ubiquitous 3M product"
SCOTMASTER,"Laird or thane?"
SCOTMASTER,"Robert Burns, e.g.?"
SCOTSWOMEN,"Lerwick ladies"
SCOTTADAMS,"""Dilbert"" cartoonist"
SCOTTIEDOG,"Pet with short legs and a hard coat, informally"
SCOTTSDALE,"Arizona city where the Giants head in the spring"
SCOTTSDALE,"City where The Countrywide Tradition takes place"
SCOTTSDALE,"Taliesin West locale"
SCOTTTUROW,"""Personal Injuries"" author"
SCOTTTUROW,"""Presumed Innocent"" author"
SCOTTTUROW,"""Presumed Innocent"" writer"
SCOTTTUROW,"""Reversible Errors"" author"
SCOTTTUROW,"""Time"" called him ""Bard of the Litigious Age"""
SCOTTTUROW,"Author of ""Presumed Innocent"""
SCOTTTUROW,"Creator of Kindle County prosecutor Rusty Sabich"
SCOTTTUROW,"Lawyer who wrote ""Presumed Innocent"""
SCOUNDRELS,"Heels"
SCOUTMOTTO,"""Be prepared"""
SCOWLINGLY,"In a disapproving manner"
SCRABULOUS,"Popular Facebook word game removed due to copyright violation"
SCRAGGIEST,"Roughest"
SCRAMBLING,"Break-up gift?"
SCRANTONPA,"Joe Biden's father was one?"
SCRAPEDOFF,"Removed, in a way"
SCRAPESOFF,"Removes with effort, as paint"
SCRAPESOFF,"Removes, as paint"
SCRAPESOFF,"Uses a blade, in a way"
SCRAPHEAPS,"Dumps"
SCRAPHEAPS,"Garbage dumps"
SCRAPHEAPS,"Places for spare parts, maybe"
SCRAPHEAPS,"Settings for ""Junkyard Wars"""
SCRAPMETAL,"Former heap?"
SCRAPMETAL,"Melted and reused iron, e.g."
SCRAPMETAL,"Recycling material"
SCRAPMETAL,"Some industrial waste"
SCRAPMETAL,"What a junker may be good for"
SCRAPPAPER,"*Recycled stuff"
SCRAPPAPER,"Castoff sheets"
SCRAPPAPER,"Doodler's aid"
SCRAPPAPER,"Jotter's need"
SCRAPPAPER,"Jotting medium"
