AAAMILNE,"Children's author and roadside helper?"
RANSACKS,"Plunders"
RANSACKS,"Scooted on the bases?"
RANSACKS,"Searches thoroughly"
RANSACKS,"Turns inside out"
RANSHORT,"Became deficient"
RANSHORT,"Became depleted"
RANSHORT,"Became insufficient"
RANSHORT,"Couldn't cough up enough cash"
RANSHORT,"Didn't have enough"
RANSHORT,"Didn't have enough supplies"
RANSHORT,"Had some inventory problems"
RANSHORT,"Was shy"
RANSHORT,"Was shy?"
RANSHORT,"Was undersupplied"
RANSOMED,"Bought a release"
RANSOMED,"Freed for a price"
RANSOMED,"Like some hostages"
RANSOMED,"Obtained release by payment"
RANSOMED,"Paid for the return of"
RANSOMED,"Redeemed a prisoner"
RANSOMER,"Carrier of a money-laden briefcase, perhaps"
RANSOMER,"Charles Lindbergh, once"
RANSOMER,"One kidnapping negotiator"
RANSOMER,"One who pays a kidnapper"
RANTINGS,"Emotional outbursts"
RAPACITY,"Excessive greed"
RAPACITY,"Greed"
RAPALBUM,"*Odd Future release, e.g."
RAPALBUM,"50 Cent's ""The Massacre,"" e.g."
RAPESEED,"Canola oil source"
RAPESEED,"Colza oil source"
RAPESEED,"Kernel of an oil-yielding plant"
RAPESEED,"Vegetable oil source"
RAPGROUP,"Black Eyed Peas, for one"
RAPIDITY,"Dispatch"
RAPIDITY,"Quickness"
RAPIDITY,"Speed"
RAPMETAL,"Papa Roach genre"
RAPMUSIC,"50 Cent genre"
RAPMUSIC,"Subject of much of Jay-Z's ""Decoded"""
RAPMUSIC,"TLC's genre"
RAPPAREE,"Freebooter: Irish"
RAPPORTS,"Camaraderies"
RAPPORTS,"Close connections"
RAPPORTS,"Harmonious relations"
RAPSHEET,"Arrest record"
RAPSHEET,"Criminal's resume?"
RAPSHEET,"Felon's file"
RAPSHEET,"Item in a police file"
RAPSHEET,"List of criminals?"
RAPSHEET,"List of prior arrests"
RAPSHEET,"List of priors"
RAPSHEET,"Listing of priors"
RAPSHEET,"Not exactly a good résumé?"
RAPSHEET,"Record"
RAPSHEET,"Record of arrests"
RAPSONGS,"50 Cent items"
RAPSONGS,"Busta Rhymes rhymes"
RAPSONGS,"Hip-hop repertoire"
RAPSONGS,"L.L. Cool J's output: 2 wds."
RAPSTARS,"50 Cent and others"
RAPSTARS,"Eminem and Dr. Dre, for two"
RAPSTARS,"Jay-Z and others"
RAPSTARS,"Jay-Z, LL Cool J, and others"
RAPTNESS,"Intensity"
RAPTURED,"Ecstatic"
RAPTURED,"Transported, supernaturally"
RAPTURES,"Blissful states"
RAPTURES,"Ecstasies"
RAPTURES,"Ecstatic states"
RAPTURES,"Joys"
RAPTURES,"States of bliss"
RAPUNZEL,"""I plan to let my hair down,"" said ___"
RAPUNZEL,"Locked-up long-locked lass"
RAPUNZEL,"Long-haired beauty of folklore"
RAPUNZEL,"She let her hair down"
RAPUNZEL,"Strong locks provided access to her"
RARAAVIS,"Curiosity"
RARAAVIS,"It's unusual"
RARAAVIS,"Lulu"
RARAAVIS,"Nonpareil"
RARAAVIS,"One in a million"
RARAAVIS,"One of a kind"
RARAAVIS,"One-of-a-kind find, to Caesar"
RARAAVIS,"Oner"
RARAAVIS,"Quite a find"
RARAAVIS,"Roman birdwatcher's find?"
RARAAVIS,"Uncommon creature"
RARAAVIS,"Uncommon sort"
RARAAVIS,"Uncommon thing"
RARAAVIS,"Unique entity"
RARAAVIS,"Unique person"
RARAAVIS,"Unusual person"
RAREBIRD,"Nonpareil"
RAREBIRD,"One in a million"
RAREBIRD,"Quite an oddity"
RAREBIRD,"Special person"
RAREBITS,"Servings on toast"
RAREBITS,"Welsh ___ (cheese dishes)"
RAREBITS,"Welsh rabbits"
RAREBOOK,"Bibliophile's pursuit"
RAREBOOK,"Novel that's hard to grasp?"
RAREBOOK,"Valuable volume"
RARECASE,"Uncommon instance"
RARECOIN,"Numismatist's find"
RARECOIN,"Numismatist's find, perhaps"
RAREFIED,"Lofty"
RAREFIED,"More subtle"
RAREFIES,"Becomes thin"
RAREFIES,"Distills"
RARELYIS,"Start of an ironic quote from a certain Yale graduate"
RARENESS,"Distinction"
RARENESS,"Infrequency"
RARENESS,"Scarcity"
RAREONES,"Lollapaloozas"
RARERIPE,"Variety of early fruit"
RARITIES,"Collector's items"
RARITIES,"Listings in the Guinness book"
RARITIES,"Once-in-a-blue-moon events"
RARITIES,"Some valuables"
RARITIES,"They're scarce"
RARITIES,"Uncommon goods"
RASCALLY,"Acting like a scamp"
RASCALLY,"In an impish manner"
RASCALLY,"Like Bugs Bunny"
RASCALLY,"Mischievous"
RASHNESS,"Daredevil's trait"
RASHNESS,"Foolhardiness"
RASHNESS,"Hasty behavior"
RASHNESS,"Impetuosity"
RASHNESS,"Temerity"
RASHOMON,"1950 Akira Kurosawa film"
RASHOMON,"1950 crime drama told from differing points of view"
RASHOMON,"1950 film that retells the same events four times"
RASHOMON,"1951 Akira Kurosawa film"
RASHOMON,"Classic 1950 film presented mostly in flashback"
RASHOMON,"Classic Kurosawa film"
RASHOMON,"Kurosawa film"
RASHSOHE,"Quip, part 4"
RASORIAL,"Scratching the ground, as chickens"
RASPFILE,"Woodworking tool"
RASPIEST,"Most harsh, as a voice"
RASPIEST,"Most rough-sounding"
RASPUTIN,"1996 Emmy-winning role for Alan Rickman"
RASPUTIN,"Controversial Siberian *"
RASPUTIN,"Mesmerizer of yore"
RASPUTIN,"Mystic Russian monk"
RASPUTIN,"Mystical advisor to Empress Alexandra"
RASPUTIN,"Role in ""Nicholas and Alexandra"""
RASPUTIN,"Role in the 1971 Best Picture nominee ""Nicholas and Alexandra"""
RASPUTIN,"Siberian monk"
RASPUTIN,"Who's Grigory Yefimovich Novykh?"
RASSLING,"Grappling, to Granny"
RASTAMAN,"Reggae music figure"
RATAPLAN,"Beating sound"
RATATATS,"Comic-book gunfire"
RATATATS,"Machine-gun sounds"
RATATATS,"Rap productions?"
RATATATS,"Rappers' sounds"
RATATATS,"Shootout sounds"
RATATATS,"Snare sounds"
RATCHETS,"Devices with gearwheels and pawls"
RATCHETS,"Garage tools"
RATCHETS,"Increases, with ""up"""
RATCHETS,"Tools for handymen"
RATEABLE,"Proportional"
RATEBASE,"Mag's guarantee to advertisers"
RATECUTS,"Fed moves"
RATEDAAA,"Like some good bonds"
RATEDNOS,"Like the film ""Henry & June"" (and this puzzle)"
RATEDXXX,"As blue as can be"
RATEHIKE,"Increased interest in government, say"
RATEHIKE,"Utility company request"
RATEHIKE,"What the Fed often proposes"
RATELENO,"Grade the host of ""The Tonight Show"""
RATFINKS,"*Informers"
RATFINKS,"Canaries"
RATFINKS,"Squealers"
RATFINKS,"Undesirables"
RATHBONE,"1940's Holmes player"
RATHBONE,"Basil with a magnifying glass"
RATHBONE,"Longtime Holmes portrayer"
RATHOLER,"Someone going south*"
RATHOLES,"Dives"
RATHOLES,"Goes south*"
RATHOLES,"Rodent burrows"
RATHOLES,"Run-down rooms"
RATHOLES,"Small, dirty apartments"
RATHOLES,"Unenviable quarters"
RATHOLES,"Where rodents enter walls"
RATICIDE,"Pied Piper's job"
RATIFIED,"Confirmed"
RATIFIED,"Like constitutional amendments"
RATIFIES,"Approves"
RATIFIES,"Approves, as a treaty"
RATIFIES,"Confirms"
RATIFIES,"Sanctions"
RATIONAL,"All there"
RATIONAL,"Clear-headed"
RATIONAL,"Coherent"
RATIONAL,"Exercising reason"
RATIONAL,"In one's right mind"
RATIONAL,"Levelheaded"
RATIONAL,"Lucid"
RATIONAL,"Making sense"
RATIONAL,"Reasoned"
RATIONAL,"Sane"
RATIONAL,"Sensible"
RATIONAL,"Sound"
RATIONAL,"Take Gore in small doses? That's sane (8)"
RATIONAL,"Thinking"
RATIONAL,"Well-thought-out"
RATIONED,"Carefully distributed"
RATIONED,"Distributed fixed portions"
RATIONED,"Like desert water, usually"
RATIONER,"Food stretcher"
RATLINES,"Cross-ropes on vessels' shrouds"
RATLINES,"Rope ladders"
RATLINES,"Ship ropes that serve as steps"
RATPARTY,"Alley gala?"
RATRACES,"Commuter routines"
RATRACES,"Exhausting existences"
RATRACES,"Exhausting routines"
RATRACES,"Exhausting, hectic routines"
RATRACES,"Frenzied routines"
RATRACES,"Grinds"
RATRACES,"Hectic existences"
RATRACES,"Pressure cookers"
RATRACES,"Pressurized work routines"
RATRACES,"Routine track meets?"
RATRACES,"Routines bad to be on"
RATRACES,"Stressful existences"
RATRACES,"Stressful lifestyles"
RATRACES,"Wearisome competitions"
RATSBANE,"White arsenic"
RATSNAKE,"Nonvenomous serpent"
RATSNAKE,"Reptile used for pest control"
RATSNAKE,"Rodent-hunting reptile"
RATSNEST,"Cluttered place"
RATSNEST,"Cluttered room"
RATSNEST,"Dirty, messy place"
RATSNEST,"Disorderly place"
RATSNEST,"Messy room"
RATSPERI,"""Darn it, you Persian sprite!"""
RATSTAIL,"1980s hairstyle with a long strand in the back"
RATSTAIL,"Type of Japanese radish"
RATSTREK,"Retro show about space vermin?"
RATSZEST,"Vermin's verve?"
RATTAILS,"Certain cacti or combs"
RATTAILS,"Features of some combs"
RATTAILS,"Some files"
RATTAILS,"Some rodent appendages"
RATTEDON,"Betrayed"
RATTEDON,"Fingered, as a criminal"
RATTEDON,"Finked"
RATTEDON,"Incriminated"
RATTEDON,"Sold out"
RATTEDON,"Sold out, as an accomplice"
RATTEDON,"Sold out, in a way"
RATTEDON,"Talked to the cops about"
RATTEDON,"Was a fink to"
RATTIEST,"Most dilapidated"
RATTIEST,"Most run-down"
RATTIGAN,"Playwright Terence"
RATTLEON,"Keep talking and talking"
RATTLEON,"Refuse to shut up"
RATTLERS,"Busy babies"
RATTLERS,"Dangerous snakes"
RATTLERS,"Dangerous varmints"
RATTLERS,"Desert menaces"
RATTLERS,"Diamondbacks"
RATTLERS,"Noisy snakes"
RATTLERS,"Some snakes"
RATTLERS,"Tail-wagging animals"
RATTLING,"Emitting percussive sounds"
RATTLING,"Fazing"
RATTLING,"Making short percussive sounds"
RATTLING,"Shaking, saber-style"
RATTRAPS,"Dilapidated dwellings"
RATTRAPS,"Dilapidated places"
RATTRAPS,"Hovels"
RATTRAPS,"Run-down digs"
RAVAGERS,"They pillage and slay"
RAVAGERS,"Tornadoes or hurricanes"
RAVAGING,"Viking activity"
RAVELLED,"Separated, as threads"
RAVENING,"Wanting it all"
RAVENOUS,"Famished"
RAVENOUS,"Hungry enough to eat a horse"
RAVENOUS,"Ready to eat a horse"
RAVENOUS,"Really hungry"
RAVENOUS,"Starved"
RAVENOUS,"Starving"
RAVENOUS,"Voracious"
RAVIGOTE,"Highly seasoned sauce"
RAVIGOTE,"Highly seasoned white sauce"
RAVIOLIS,"Pisa pockets"
RAVIOLIS,"Stuffed Italian pockets"
RAVISHED,"Enraptured"
RAVISHES,"Enthralls"
RAVISHES,"Fills with joy"
RAVISHES,"Holds spellbound"
RAVISHES,"Sends"
RAWBONED,"Gaunt"
RAWBONED,"Haggard"
RAWBONED,"Not fleshy"
RAWBONED,"Scraggy"
RAWBONED,"Thin and rugged"
RAWDEALS,"Injustices"
RAWDEALS,"Shafts"
RAWDEALS,"They're not fair"
RAWFOODS,"Un-cooked buffet selections"
RAWNERVE,"What you hit when you upset"
RAWONION,"*Cutting it can bring tears to the eyes"
RAWONION,"Common burger topper"
RAWONION,"Salad veggie"
RAWPOKER,"Card game for strippers?"
RAWPOWER,"Brute strength"
RAWSCORE,"Unadjusted result, in testing"
RAWSIOUX,"Sitting Bull telling raunchy jokes?"
RAWUMBER,"Bygone Crayola color"
RAYALLEN,"NBA's all-time leader in three-pointers"
RAYLEWIS,"Only murderer to be named Super Bowl MVP"
RAYPRICE,"Country singer nicknamed ""The Cherokee Cowboy"""
RAYSTRAY,"Liotta's serving salver?"
RAZMATAZ,"Flashy display"
RAZORCUT,"'90s do"
RAZORCUT,"Hair-salon request"
RAZORCUT,"Salon option"
RAZORCUT,"Shaving mishap"
RCROMBIE,"Fitch's partner"
REABSORB,"Accept again"
REABSORB,"Bring back in"
REABSORB,"Occupy one anew"
REABSORB,"Soak back in"
REABSORB,"Soak up again"
REABSORB,"Suck up again"
REABSORB,"Take in again"
REABSORB,"Use a sponge over and over again"
REABSORB,"Use a sponge twice"
REABSORB,"Use a sponge twice, e.g."
REACHERS,"Rude ones, at the dinner table"
REACHING,"Arriving at"
REACHINS,"Some refrigerators or closets"
REACHOUT,"Attempt to communicate"
REACHOUT,"Extend"
REACTANT,"Catalyst's counterpart"
REACTANT,"Substance that undergoes a chemical change"
REACTING,"Responding (to)"
REACTING,"Responding to a stimulus"
REACTION,"Knee jerk, e.g."
REACTION,"Response"
REACTION,"Stimulus aftermath"
REACTIVE,"Characterized by a reverse movement."
REACTIVE,"Like atomic hydrogen"
REACTIVE,"Not exactly creative! (8)"
REACTIVE,"Not setting the agenda"
REACTIVE,"Not taking the lead"
REACTIVE,"Nuclear adjective"
REACTORS,"Core containers"
REACTORS,"Meltdown sites"
REACTORS,"N-apparatuses"
REACTORS,"Nuclear devices"
REACTORS,"Nuclear fission apparatuses"
REACTORS,"Nuclear plant apparatuses"
REACTORS,"Nuclear power plants"
REACTORS,"Nuclear power sources"
REACTORS,"Power plant features"
REACTORS,"Rod sites"
REACTORS,"Three Mile Island and Chernobyl, e.g."
REACTSTO,"Gets mad about, say"
REACTSTO,"Is affected by"
REACTSTO,"Is affected by, as a chemical"
READABLE,"Word for barely acceptable writing"
READAPTS,"Acclimates again"
READAPTS,"Makes further adjustments"
READAPTS,"Responds to another change"
READIEST,"Most immediately available"
READIEST,"Most prepared"
READIEST,"Superlatively set"
READINGS,"Astrologers' work"
READINGS,"Interpretations"
READINGS,"Palmists' forte"
READINGS,"Palmists' fortes"
READINGS,"Some homework assignments"
READINGS,"Tea leaf activities"
READINTO,"Draw inferences from"
READINTO,"Find hidden meaning with"
READINTO,"Find meaning where none may be meant"
READINTO,"Infer"
READINTO,"Infer from"
READINTO,"Interpret by inference"
READINTO,"Interpret in a certain way"
READJUST,"Adapt anew"
READJUST,"Make more tweaks to"
READLIPS,"Interpret visually"
READMITS,"Signs back in"
READONLY,"Kind of file"
READONLY,"Like some memory"
READONLY,"Unchangeable, like a CD"
READOUTS,"Computer displays"
READOUTS,"Computing results, perhaps"
READOUTS,"Some computer displays"
READOVER,"Peruse"
READOVER,"Search for typos, perhaps"
READSFOR,"Auditions"
READUPON,"Become knowledgeable in"
READUPON,"Learn about"
READUPON,"Learn about through books"
READUPON,"Research"
READUPON,"Research in the library"
READUPON,"Study"
READUPON,"Study: 3 words"
READYFOR,"Equipped to handle"
READYING,"Making preparations"
READYMIX,"Like some pancakes"
READYSET,"""——, go!"""
READYSET,"Race starter (with ""go"")"
READYSET,"Words that come before ""go"""
READYSGO,"Words before a race"
REAFFIRM,"Validate again"
REAGENTS,"Chemically active substances"
REAGENTS,"Lab testers"
REAGENTS,"Litmus paper and methylene blue"
REAGENTS,"Litmus paper chemicals, e.g."
REAIRING,"Showing again"
REAIRING,"Showing on TV again"
REALCOOL,"Hip, to a teen"
REALCOOL,"Hip, updated"
REALDEAL,"Genuine article"
REALDEAL,"It's authentic"
REALEASY,"Like a snap"
REALEASY,"Like duck soup"
REALEASY,"Like nothin'"
REALEASY,"No prob"
REALEASY,"Not at all complicated"
REALEASY,"Simple, slangily"
REALEASY,"Uncomplicated"
REALEASY,"Very simple"
REALERTS,"Warns twice"
REALGOLD,"Pyrite, to fools"
REALGOOD,"How Salt-n-Pepa want you to push it"
REALIGNS,"Gets back to true"
REALINES,"Straightens again"
REALISED,"Comprehended, in Canterbury"
REALISED,"Discovered, in Derbyshire"
REALISTS,"Artists who are artless, I could say"
REALISTS,"Down-to-earth types"
REALISTS,"Dreamers' opposites"
REALISTS,"Logical group"
REALISTS,"No visionaries, they"
REALISTS,"Non-visionaries"
REALISTS,"Practical folks"
REALISTS,"Pragmatic ones"
REALISTS,"Pragmatic types"
REALISTS,"They see things as they are"
REALISTS,"They're grounded"
REALISTS,"They're no dreamers"
REALISTS,"They're not dreamers"
REALITYC,"It may bring you down to earth"
REALIZED,"Accomplished"
REALIZED,"Became aware of"
REALIZED,"Caught on to"
REALIZER,"Appreciator"
REALIZES,"Catches on"
REALIZES,"Figures out"
REALIZES,"Gets"
REALIZES,"Takes, as market profits"
REALLIFE,"Actual"
REALLIFE,"Actuality"
REALLIFE,"It's not fiction or fantasy"
REALLIFE,"Non-fictional"
REALLIFE,"Not a movie"
REALLIFE,"Not imaginary"
REALLIFE,"Practical world situation"
REALLOTS,"Doles out differently"
REALLOVE,"1989 Jody Watley hit"
REALNEAT,"Way cool"
REALNESS,"Actuality"
REALNESS,"Authenticity"
REALNESS,"Down-to-earth quality"
REALNESS,"Factuality"
REALREEL,"Actual fiddle tune?"
REALSIZE,"Not shrunk or enlarged"
REALTIES,"Properties"
REALTIME,"Actual elapsed period"
REALTIME,"Actual number of minutes"
REALTIME,"Chronologically unbroken"
REALTIME,"Describing some computer technology"
REALTIME,"Hours actually elapsed"
REALTIME,"How some online games are played"
REALTIME,"Immediacy of data processing"
REALTIME,"With no chronological lapse"
REALTORS,"Ones making house calls"
REALTORS,"People whose jobs include giving tours"
REALTORS,"Property salesmen"
REALTORS,"They have listings"
REALTORS,"They have lots to offer"
REALTORS,"They may point out plot lines"
REALTORS,"They sell genuine hills"
REALTORS,"They've got lots to offer"
REALTORS,"Those with lots to sell"
REAMSOUT,"Rakes over the coals"
REAPABLE,"Ready for harvesting"
REAPPEAR,"Come back"
REAPPEAR,"Come back with recycling?"
REAPPEAR,"Come into view again"
REAPPEAR,"Emerge again"
REAPPEAR,"End vanishing act"
REARAXLE,"Bar at the back of a car"
REARAXLE,"Certain car bar"
REARAXLE,"Differential gear's place"
REARAXLE,"Differential gear's spot"
REARAXLE,"It connects the back wheels"
REARDRUM,"Front disc/___, brake-system set-up (4,4)"
REARENDS,"Backs"
REARENDS,"Bums"
REARENDS,"Butts into"
REARENDS,"Hits after a screech, probably"
REARENDS,"Hits from behind"
REARENDS,"Hits from behind, as in traffic"
REARENDS,"Hits into from behind"
REARENDS,"Makes a dent in, perhaps"
REAREXIT,"Back out?"
REAREXIT,"Place to duck out"
REARGUES,"Tries to prove again"
REARMING,"German post-World War I activity"
REARMOST,"Furthest back"
REARMOST,"Last"
REARMOST,"Last in line"
REARMOST,"Like peanut gallery seats"
REARMOST,"Like the cheap seats, often"
REARMOST,"Like the cheapest seats"
REAROUSE,"Get excited over?"
REAROUSE,"Stir up again"
REARREST,"Book over"
REARREST,"Bust again"
REARREST,"Take back into custody"
REARREST,"Take in again"
REARSEAT,"Indy car's lack"
REARSEAT,"Safer place for kids"
REARTIRE,"Back-of-the-car item"
REARTIRE,"Flat spot, perhaps"
REARTIRE,"It's near a bicycle's derailleur"
REARTIRE,"One of a bicycle pair"
REARTIRE,"Roller near a derailleur"
REARVIEW,"Kind of mirror"
REARVIEW,"___ mirror"
REASCEND,"Climb back up again"
REASCEND,"Climb back up that mountain"
REASCEND,"Go up again"
REASCENT,"Mountaineering encore"
REASCENT,"Second time to the top"
REASONED,"Argued logically"
REASONED,"Cogent"
REASONED,"Put two and two together"
REASONED,"Thought"
REASONED,"Thought out"
REASONED,"Thought through"
REASONED,"Used logic"
REASONED,"Well-thought-out"
REASONED,"Worked out"
REASONER,"Detective, for one"
REASONER,"Early ""60 Minutes"" correspondent"
REASONER,"Former ABC News anchor Harry"
REASONER,"Former CBS anchor"
REASONER,"Former newsman, Harry"
REASONER,"Harry of ""60 Minutes"""
REASONER,"Harry of TV news"
REASONER,"Harry, the logical newsman?"
REASONER,"Human as opposed to an animal, notably"
REASONER,"Logical newsman?"
REASONER,"Logical thinker"
REASONER,"Logician"
REASONER,"Longtime ""60 Minutes"" anchor"
REASONER,"Longtime ""60 Minutes"" correspondent"
REASONER,"Longtime ""60 Minutes"" name"
REASONER,"Mr. Spock, notably"
REASONER,"Newscaster Harry, even when he was illogical"
REASONER,"Newsman Harry"
REASONER,"One-time ""60 Minutes"" anchor"
REASONER,"Original ""60 Minutes"" co-host Harry"
REASONER,"Original ""60 Minutes"" cohost"
REASONER,"Original ""60 Minutes"" correspondent"
REASONER,"Original '60 Minutes' co-anchor"
REASONER,"Rather contemporary?"
REASONER,"Safer coworker"
REASONER,"Safer coworker, formerly"
REASONER,"Safer coworker, once"
REASONER,"Sophist, purportedly"
REASONER,"Syllogist"
REASONER,"Wallace's first '60 Minutes' co-host"
REASONOF,"""By ___ insanity"""
REASSERT,"Be sure one's point is made"
REASSERT,"Bring up the same old arguments"
REASSERT,"Declare anew"
REASSERT,"Establish anew"
REASSERT,"Get back, as authority"
REASSERT,"Insist anew"
REASSERT,"Iterate, as a strong opinion"
REASSERT,"Put forward again"
REASSERT,"Say again"
REASSERT,"Say again, forcefully"
REASSERT,"State again with conviction"
REASSERT,"Take up again, as a claim"
REASSESS,"Appraise again"
REASSESS,"Appraise once again"
REASSESS,"Appraise once more"
REASSESS,"Change an estimate"
REASSESS,"Consider in new light"
REASSESS,"Consider more carefully"
REASSESS,"Estimate damages again"
REASSESS,"Evaluate again"
REASSESS,"Evaluate anew"
REASSESS,"Give a new value to"
REASSESS,"Give another look"
REASSESS,"Give more thought to"
REASSESS,"Have second thoughts about"
REASSESS,"Judge anew"
REASSESS,"Take another look at things"
REASSESS,"Take stock, perhaps"
REASSESS,"Tax twice"
REASSESS,"Weigh more?"
REASSIGN,"Designate differently"
REASSIGN,"Move to a new position"
REASSIGN,"Move to another job, say"
REASSIGN,"Move to another mission"
REASSIGN,"Move, as to another job"
REASSIGN,"Shuffle the staff"
REASSIGN,"Transfer"
REASSUME,"Measures to takeover again"
REASSUME,"Take on again"
REASSURE,"Buck up"
REASSURE,"Calm"
REASSURE,"Calm, say"
REASSURE,"Comfort"
REASSURE,"Encourage"
REASSURE,"Engineer uses rear console (8)"
REASSURE,"Enhearten"
REASSURE,"Give comfort to"
REASSURE,"Give comforting words to"
REASSURE,"Give some confidence to"
REASSURE,"Instill confidence in"
REASSURE,"Promise again"
REASSURE,"Say ""There, there,"" say"
REATTACH,"Put back on"
REATTACH,"Sew back on"
REATTACH,"Use Crazy Glue, maybe"
REATTAIN,"Achieve again"
REAWAKEN,"Administer smelling salts to"
REAWAKEN,"Arouse"
REAWAKEN,"Come to anew"
REAWAKEN,"Get up again"
REAWAKEN,"Rouse"
REAWAKEN,"Rouse again"
REAWAKEN,"Stir up again, as memories"
REAWAKES,"Evokes nostalgia"
REBALKED,"Thwarted a second time"
REBALLOT,"Take another vote"
REBASTES,"Moistens with drippings again, as a turkey"
REBATERS,"Cash-back givers"
REBELDOM,"Revolting crowd"
REBELLED,"Defied authority"
REBELLED,"Didn't take it any longer"
REBELLED,"Emulated Daniel Shays"
REBELLED,"Mutinied"
REBELLED,"Resisted authority"
REBELLED,"Rose"
REBELLED,"Rose up"
REBELLED,"Uprose"
REBIRTHS,"Revivals"
REBOOTED,"Dealt with a fatal error, perhaps"
REBOOTED,"Got going after a crash"
REBOOTED,"Responded to a crash, maybe"
REBOOTED,"Started a computer again"
REBOOTED,"Started over, in a way"
REBOOTED,"Started up the computer again"
REBOTTLE,"Decant"
REBOUNDS,"Basketball statistic"
REBOUNDS,"Catches by Moses Malone"
REBOUNDS,"Court total"
REBOUNDS,"Grabs a basketball off the backboard"
REBRANDS,"Gets a new logo, say"
REBUFFED,"Brushed aside"
REBUFFED,"Gave the cold shoulder"
REBUFFED,"Rejected brusquely, as an advance"
